,ID,Count
0,18288,481.1336245811582
1,18289,383.96980403558894
2,18290,324.95671978659914
3,18291,268.50012817604
4,18292,225.99736929430594
5,18293,202.30492414015467
6,18294,217.5327281168937
7,18295,252.2805076573013
8,18296,290.51674537991556
9,18297,375.41111128953895
10,18298,532.8534371894079
11,18299,590.737902614743
12,18300,596.9966070004663
13,18301,527.9969561906504
14,18302,564.5573659629893
15,18303,557.4265470317144
16,18304,543.1991097395791
17,18305,555.85332079268
18,18306,569.5335489581948
19,18307,604.3326293542235
20,18308,580.742785911313
21,18309,542.0619407733199
22,18310,544.0284735721127
23,18311,531.1690590965293
24,18312,365.68671764055114
25,18313,291.837132424685
26,18314,246.984102051585
27,18315,204.07413978650547
28,18316,171.76982017122293
29,18317,153.76232275542154
30,18318,165.33625018145636
31,18319,191.7463799172254
32,18320,220.8079203154439
33,18321,285.3320783239212
34,18322,404.9964801335796
35,18323,448.9917011747109
36,18324,453.74864383381123
37,18325,401.3053005838955
38,18326,429.09312409525114
39,18327,423.67332877053866
40,18328,412.85973234329464
41,18329,422.4775945502183
42,18330,432.87528342256826
43,18331,459.3244044916088
44,18332,441.3948897423497
45,18333,411.99542445578004
46,18334,413.49009223118037
47,18335,403.7162646911718
48,18336,360.1745956491442
49,18337,287.4381706961148
50,18338,243.26122551608935
51,18339,200.9980599084817
52,18340,169.1806744419638
53,18341,151.44461024407164
54,18342,162.8440798710822
55,18343,188.8561206145801
56,18344,217.4796063933507
57,18345,281.0311695188902
58,18346,398.8918285372889
59,18347,442.2238944411969
60,18348,446.90913406330344
61,18349,395.2562874097528
62,18350,422.62525547550047
63,18351,417.2871545945759
64,18352,406.6365552350335
65,18353,416.1094440884725
66,18354,426.3504050111095
67,18355,452.40084935806743
68,18356,434.74159236709477
69,18357,405.7852753583387
70,18358,407.2574134909678
71,18359,397.6309102236894
72,18360,509.3843071432765
73,18361,406.51532672004316
74,18362,344.037176167319
75,18363,284.26562761622694
76,18364,239.26723781651788
77,18365,214.18364535323184
78,18366,230.3055790151275
79,18367,267.09364100386557
80,18368,307.57499268044967
81,18369,397.4540939319708
82,18370,564.140947637833
83,18371,625.424210350372
84,18372,632.0504065550366
85,18373,558.9993090527929
86,18374,597.7064333303141
87,18375,590.1569147036881
88,18376,575.0940861728662
89,18377,588.4913134719144
90,18378,602.9748024438585
91,18379,639.8171775162416
92,18380,614.8422112202445
93,18381,573.8901461520726
94,18382,575.9721476917896
95,18383,562.3576680581627
96,18384,503.1005395208697
97,18385,401.5005514075068
98,18386,339.7931316645967
99,18387,280.75892526609823
100,18388,236.31563585114512
101,18389,211.54147472283367
102,18390,227.46452812215634
103,18391,263.7987723752983
104,18392,303.78074587432695
105,18393,392.551098037085
106,18394,557.1817017962775
107,18395,617.7089738419893
108,18396,624.2534292537267
109,18397,552.103490493181
110,18398,590.3331234721271
111,18399,582.8767357489182
112,18400,567.999722353931
113,18401,581.2316813831262
114,18402,595.5365019552294
115,18403,631.924389285517
116,18404,607.2575143114958
117,18405,566.8106341438742
118,18406,568.866952101114
119,18407,555.4204207633376
120,18408,518.4204423190249
121,18409,413.7266353366289
122,18410,350.1401643939592
123,18411,289.30830875292065
124,18412,243.5116777682769
125,18413,217.98311923710634
126,18414,234.39104516421398
127,18415,271.83170264190284
128,18416,313.03116628369077
129,18417,404.5046623702987
130,18418,574.1484288058708
131,18419,636.5188154013323
132,18420,643.2625558722154
133,18421,568.9155810087923
134,18422,608.3093436501802
135,18423,600.6259016382724
136,18424,585.2958686552817
137,18425,598.9307537603453
138,18426,613.6711700901441
139,18427,651.1671041290699
140,18428,625.7490987203723
141,18429,584.0705715478663
142,18430,586.189506395275
143,18431,572.3335150452647
144,18432,502.1991445940705
145,18433,400.7811910973579
146,18434,339.1843312738529
147,18435,280.25589525319174
148,18436,235.89223396912286
149,18437,211.16246019761695
150,18438,227.05698458846956
151,18439,263.3261295207679
152,18440,303.2364681372147
153,18441,391.84777227914196
154,18442,556.1834107592955
155,18443,616.6022373320468
156,18444,623.1349671771363
157,18445,551.1142979833247
158,18446,589.2754357122888
159,18447,581.8324074461625
160,18448,566.9820488912056
161,18449,580.1903004905662
162,18450,594.4694914087938
163,18451,630.7921833070358
164,18452,606.169503467416
165,18453,565.7950911461272
166,18454,567.8477248406225
167,18455,554.425285377489
168,18456,489.6159264886654
169,18457,390.73912472904817
170,18458,330.68565009468705
171,18459,273.2337386182039
172,18460,229.98166350846634
173,18461,205.87152467742953
174,18462,221.36779218305094
175,18463,256.7281690178876
176,18464,295.6385049444109
177,18465,382.0295437222394
178,18466,542.2475503749667
179,18467,601.152508832606
180,18468,607.5215530853376
181,18469,537.3054504630113
182,18470,574.5104138847051
183,18471,567.253879859052
184,18472,552.7756153282527
185,18473,565.6529179157423
186,18474,579.5743261184339
187,18475,614.9869082340308
188,18476,590.9811799645137
189,18477,551.6183982714033
190,18478,553.6196007005402
191,18479,540.5334769900106
192,18480,374.16960711724187
193,18481,298.6069220290927
194,18482,252.71342920276336
195,18483,208.80807812593747
196,18484,175.7543903775047
197,18485,157.32917035117035
198,18486,169.17157990256038
199,18487,196.19434936738242
200,18488,225.93003466430292
201,18489,291.95096921553795
202,18490,414.39124404950303
203,18491,459.40702881250655
204,18492,464.2743189818595
